Open,High,Low,Close,Volume,RSI,EMA20,EMA50,MACD,BB_high,BB_low,BB_position,Return,Momentum,lag1,lag2,lag3,lag4,lag5,volatility,Volume_change,Target
191.9819509117632,193.0437152627076,190.7251910534952,191.8302764892578,8078236.0,51.500497047695404,191.64322348484473,189.52686776750278,1.7045650833262584,198.4096349806,183.68475894029842,0.5531807212954005,0.0007912847861808459,-5.1029052734375,-0.011067563901532296,-0.01034466907826248,0.007917460645531005,-0.013313510322509048,0.01485121304800674,0.011549125119784683,-0.15057576305310194,1.0
194.7988503909652,197.2798829353339,192.52367617228165,194.22463989257807,15546279.0,54.73016654412953,192.22227771832405,190.14896179684473,1.4075625342092621,197.8188844887173,187.0662763389194,0.6657327649192925,-0.0025595216312610525,2.3943634033202557,-0.003989934821412633,0.028791324823298936,0.0013701985159626506,-0.010730771889346902,0.0007912847861808459,0.01256648265605579,-0.22957977021610632,1.0
195.925606785894,198.5258121341296,193.4012386509135,197.76742553710935,15931395.0,59.82764719156167,192.75038703439884,190.44772508077668,1.6861842685194688,198.0932676354703,187.93564471804527,0.9679214220679531,0.018240660126803254,7.995635986328097,-0.0025595216312610525,-0.003989934821412633,0.028791324823298936,0.0013701985159626506,-0.010730771889346902,0.0131658277204097,0.02477223006225482,1.0
197.16074169365905,198.6883634592578,195.979804381322,196.6948699951172,13066337.0,57.709041435469565,193.12605207827679,190.69271115584885,1.799701888705954,198.53352817114447,187.88650204125784,0.8273078178266048,-0.00542331751085523,6.663055419921875,0.018240660126803254,-0.0025595216312610525,-0.003989934821412633,0.028791324823298936,0.0013701985159626506,0.013157689207886942,-0.17983723333706814,1.0
196.48897776595527,197.18237548189444,191.353570542538,191.8627777099609,10846953.0,49.2477819932486,193.00574023367528,190.73859611875523,1.4826647206491828,198.4328115483042,187.7597009639028,0.3844312034070658,-0.02456643777886136,-3.6403045654297443,-0.00542331751085523,0.018240660126803254,-0.0025595216312610525,-0.003989934821412633,0.028791324823298936,0.015088029209425924,-0.16985510170141793,1.0
191.45106541832607,192.9895207266513,190.10763453551544,191.48358154296875,9153355.0,48.645024004237854,192.8607727393223,190.76781123343028,1.1871280460794083,198.17442776126146,188.34311069088696,0.3194354153773787,-0.0019763925630503776,-3.2394561767578125,-0.02456643777886136,-0.00542331751085523,0.018240660126803254,-0.0025595216312610525,-0.003989934821412633,0.014676564555379192,-0.15613582911256274,1.0
191.98194369249617,197.1607007467392,191.7652659542079,196.2722930908203,13509379.0,55.97344522727242,193.18567943946496,190.98367326705343,1.3240591732840983,198.51747046055155,188.44860467372573,0.7770178471671711,0.0250084707485847,2.0476531982422443,-0.0019763925630503776,-0.02456643777886136,-0.00542331751085523,0.018240660126803254,-0.0025595216312610525,0.01668339310214672,0.47589370236377815,1.0
196.3156110412045,197.07401198616915,189.3058843333557,190.0642852783203,14676438.0,46.67464036620282,192.88840380507023,190.94761883612273,0.9210267075808076,198.53582789091107,188.40749486299515,0.16357977277787794,-0.03162956785564941,-7.703140258789034,0.0250084707485847,-0.0019763925630503776,-0.02456643777886136,-0.00542331751085523,0.018240660126803254,0.01957216118742426,0.08638879699799662,1.0
190.4651811780263,193.43373867985483,190.3026584008116,192.81619262695312,21543824.0,50.59296256650893,192.88152655001144,191.02089623968473,0.8142898724326244,198.36089065098466,188.92696182704262,0.41225992611266726,0.01447882407051404,-3.8786773681640625,-0.03162956785564941,0.0250084707485847,-0.0019763925630503776,-0.02456643777886136,-0.00542331751085523,0.020082163290172626,0.467919123155087,1.0
193.9104587782708,196.0989765435112,192.84870879287917,195.39474487304688,12858570.0,54.003464382554,193.1208806760148,191.19241971550287,0.9270809656951826,198.52641358765166,188.98245787230925,0.6718688971313578,0.013373110478758221,3.531967163085966,0.01447882407051404,-0.03162956785564941,0.0250084707485847,-0.0019763925630503776,-0.02456643777886136,0.018276454212753396,-0.40314356448511646,1.0
